ID,TEXT,EVENT_TYPE,EVENT_GROUP,SENTIMENT_VALENCE,EMOTION,SARCASM,TENSE,CERTAINTY,GENERATED
evt_000997,The way management announced our pay cuts was absolutely disgusting. Zero consideration for morale.,got_pay_cut,employment,0.1,disgust,FALSE,past,1,TRUE
evt_000998,My tutoring rate got slashed by the agency. I'm anxious about finding direct clients now.,got_pay_cut,employment,0.2,anxiety,FALSE,past,1,TRUE
evt_000999,They reduced my salary and I'm maintaining neutrality while I evaluate my options.,got_pay_cut,employment,0.5,neutral,FALSE,past,1,TRUE
evt_001000,"My veterinary assistant position got a pay cut, but I'm proud to help animals regardless of the salary.",got_pay_cut,employment,0.4,pride,FALSE,past,1,TRUE
evt_001001,"Finally took the plunge and opened my bakery today! Years of dreaming and planning, and here we are.",started_business,employment,0.85,joy,FALSE,past,0.95,TRUE
evt_001002,My wife and I are launching our consulting firm next month - terrified but excited!,started_business,employment,0.65,anxiety,FALSE,future,0.8,TRUE
evt_001003,Started selling my art online yesterday and already made three sales - can't believe this is actually working,started_business,employment,0.8,shock,FALSE,past,0.7,TRUE
evt_001004,"Well, I officially launched my freelance writing business today. No turning back now, I guess.",started_business,employment,0.45,anxiety,FALSE,past,0.6,TRUE
evt_001005,"Three months of unemployment led me to start my own tech repair shop - desperation breeds innovation, right?",started_business,employment,0.55,hope,TRUE,past,0.7,TRUE
evt_001006,My daughter convinced me to turn my knitting hobby into a business - we're launching the Etsy shop this weekend!,started_business,employment,0.75,joy,FALSE,future,0.85,TRUE
evt_001007,Started my food truck business last week and I'm already questioning every life choice I've ever made,started_business,employment,0.25,frustration,FALSE,past,0.9,TRUE
evt_001008,"My brother and I are opening our construction company next spring - family business, here we come!",started_business,employment,0.8,pride,FALSE,future,0.9,TRUE
evt_001009,Launched my dog walking service today and booked my first client within an hour - maybe this will actually work,started_business,employment,0.7,hope,FALSE,past,0.6,TRUE
evt_001010,"After years of corporate burnout, I'm starting my own marketing agency - scared but so ready for this change",started_business,employment,0.6,relief,FALSE,present,0.75,TRUE
evt_001011,My cousin and I opened our coffee shop yesterday - 5am starts are going to kill me but I've never been happier,started_business,employment,0.8,joy,FALSE,past,0.85,TRUE
evt_001012,Starting a business at 55 feels insane but here I am launching my interior design firm,started_business,employment,0.5,confusion,FALSE,present,0.8,TRUE
evt_001013,"We're officially opening our family restaurant next month - three generations working together, wish us luck!",started_business,employment,0.75,hope,FALSE,future,0.8,TRUE
evt_001014,Started my photography business today - from hobby to hopefully paying the bills,started_business,employment,0.6,hope,FALSE,past,0.5,TRUE
evt_001015,My immigrant parents would be so proud - I'm launching my own accounting firm after 10 years of preparation,started_business,employment,0.9,pride,FALSE,present,0.95,TRUE
evt_001016,Officially launched my cleaning service business - not glamorous but it's mine and I'm the boss,started_business,employment,0.7,pride,FALSE,past,0.9,TRUE
evt_001017,My best friend and I are starting our graphic design studio next week - partnership goals or future disaster?,started_business,employment,0.55,anxiety,FALSE,future,0.6,TRUE
evt_001018,"Started my landscaping business this morning - just me, my truck, and a dream to make yards beautiful",started_business,employment,0.75,hope,FALSE,past,0.8,TRUE
evt_001019,"After getting laid off, I'm launching my own web development agency - turning crisis into opportunity",started_business,employment,0.7,hope,FALSE,present,0.75,TRUE
evt_001020,My handmade jewelry business is officially live - from kitchen table to online store in 6 months,started_business,employment,0.8,pride,FALSE,present,0.9,TRUE
evt_001021,Starting a business during a recession - because apparently I enjoy making terrible financial decisions,started_business,employment,0.3,frustration,TRUE,present,0.85,TRUE
evt_001022,We opened our auto repair shop yesterday - dad's dream finally becoming reality after 30 years,started_business,employment,0.85,joy,FALSE,past,0.95,TRUE
evt_001023,My tutoring business launched today - helping kids with math while trying to figure out my own life,started_business,employment,0.55,confusion,FALSE,past,0.7,TRUE
evt_001024,Starting my own fitness coaching business next month - time to turn my passion into profit,started_business,employment,0.8,joy,FALSE,future,0.85,TRUE
evt_001025,"Opened my vintage clothing store today - millennials and their nostalgia, am I right?",started_business,employment,0.6,neutral,TRUE,past,0.9,TRUE
evt_001026,"My wife thinks I'm crazy for starting a beekeeping business at 60, but the bees don't care about my age",started_business,employment,0.7,pride,FALSE,present,0.8,TRUE
evt_001027,"Launched my meal prep business yesterday - cooking for others while barely feeding myself, the irony",started_business,employment,0.5,neutral,TRUE,past,0.9,TRUE
evt_001028,My teenage daughter inspired me to start my own YouTube channel business - Gen Z teaching Gen X,started_business,employment,0.75,joy,FALSE,past,0.8,TRUE
evt_001029,Starting my own plumbing business after 20 years working for others - finally being my own boss,started_business,employment,0.8,relief,FALSE,present,0.9,TRUE
evt_001030,We're opening our escape room business next week - because apparently we enjoy watching people panic,started_business,employment,0.65,neutral,TRUE,future,0.8,TRUE
evt_001031,My dropshipping business is finally live - from college dorm room to hopefully paying off student loans,started_business,employment,0.7,hope,FALSE,present,0.6,TRUE
evt_001032,"Started my home organization business today - if I can't organize my own life, at least I can organize yours",started_business,employment,0.55,neutral,TRUE,past,0.85,TRUE
evt_001033,My husband and I opened our bed and breakfast yesterday - 30 years of marriage and now we're business partners too,started_business,employment,0.75,joy,FALSE,past,0.9,TRUE
evt_001034,Launching my mobile car detailing service tomorrow - one dirty car at a time,started_business,employment,0.7,hope,FALSE,future,0.8,TRUE
evt_001035,My pottery business is officially open - from therapy hobby to actual income stream,started_business,employment,0.8,pride,FALSE,present,0.85,TRUE
evt_001036,Started my translation service business - being trilingual finally pays off beyond family gatherings,started_business,employment,0.75,pride,FALSE,past,0.8,TRUE
evt_001037,My roommate and I are launching our podcast production company next month - two broke millennials with big dreams,started_business,employment,0.6,hope,FALSE,future,0.7,TRUE
evt_001038,Opened my plant shop today - surrounded by greenery and finally feeling like I found my calling,started_business,employment,0.85,joy,FALSE,past,0.9,TRUE
evt_001039,My online course business launches next week - teaching what I wish someone had taught me,started_business,employment,0.8,hope,FALSE,future,0.85,TRUE
evt_001040,"Starting my own IT consulting firm after being passed over for promotion again - their loss, my gain",started_business,employment,0.65,resentment,FALSE,present,0.8,TRUE
evt_001041,We opened our nail salon yesterday - mom's American dream finally realized after 15 years of saving,started_business,employment,0.9,pride,FALSE,past,0.95,TRUE
evt_001042,My pet grooming business is officially open - because apparently I have more patience with animals than people,started_business,employment,0.6,neutral,TRUE,present,0.85,TRUE
evt_001043,Launched my social media management business today - Gen Z saving millennial businesses one post at a time,started_business,employment,0.7,pride,FALSE,past,0.8,TRUE
evt_001044,My woodworking business starts tomorrow - from weekend hobby to hopefully paying the mortgage,started_business,employment,0.6,anxiety,FALSE,future,0.7,TRUE
evt_001045,Started my mobile massage therapy business - bringing relaxation to stressed-out corporate workers,started_business,employment,0.75,joy,FALSE,past,0.8,TRUE
evt_001046,"My brother convinced me to start our lawn care business - family dynamics plus business ownership, what could go wrong?",started_business,employment,0.45,anxiety,TRUE,past,0.7,TRUE
evt_001047,Officially launched my virtual assistant business - helping others organize their chaos while mine remains a disaster,started_business,employment,0.5,neutral,TRUE,past,0.9,TRUE
evt_001048,My food blog is becoming a catering business next month - from writing about food to actually cooking it professionally,started_business,employment,0.7,hope,FALSE,future,0.75,TRUE
evt_001049,Started my custom t-shirt printing business today - creativity meets commerce in my garage,started_business,employment,0.75,joy,FALSE,past,0.8,TRUE
evt_001050,My wife and I are opening our daycare center next fall - because we clearly don't have enough chaos in our lives,started_business,employment,0.55,neutral,TRUE,future,0.8,TRUE
evt_001051,Launched my life coaching business yesterday - helping others find direction while I'm still figuring out my own,started_business,employment,0.5,confusion,TRUE,past,0.8,TRUE
evt_001052,My antique restoration business is officially open - breathing new life into forgotten treasures,started_business,employment,0.8,joy,FALSE,present,0.85,TRUE
evt_001053,"Starting my own law firm next month - David vs Goliath, but with more student debt",started_business,employment,0.6,anxiety,FALSE,future,0.8,TRUE
evt_001054,Opened my bike repair shop today - fixing bikes while trying to fix my own career path,started_business,employment,0.6,hope,FALSE,past,0.7,TRUE
evt_001055,My son helped me launch my Shopify store yesterday - grandma learning e-commerce at 70,started_business,employment,0.8,pride,FALSE,past,0.85,TRUE
evt_001056,Starting my musical instrument repair business - fixing broken dreams one guitar at a time,started_business,employment,0.7,hope,FALSE,present,0.8,TRUE
evt_001057,My event planning business launches next week - organizing other people's perfect moments while my life is chaos,started_business,employment,0.5,neutral,TRUE,future,0.85,TRUE
evt_001058,"Officially opened my bookkeeping service today - numbers don't lie, unlike my previous employer",started_business,employment,0.65,resentment,FALSE,past,0.9,TRUE
evt_001059,My personal training business is live - helping people get fit while I stress-eat my way through entrepreneurship,started_business,employment,0.55,neutral,TRUE,present,0.8,TRUE
evt_001060,Started my elderly care service business - caring for others' grandparents while missing my own,started_business,employment,0.6,sadness,FALSE,past,0.85,TRUE
evt_001061,My digital marketing agency opens tomorrow - helping small businesses navigate the online world,started_business,employment,0.75,hope,FALSE,future,0.8,TRUE
evt_001062,Launched my homemade soap business today - from kitchen experiments to actual customers,started_business,employment,0.75,pride,FALSE,past,0.8,TRUE
evt_001063,My tax preparation business is officially open - because everyone needs someone to blame during tax season,started_business,employment,0.6,neutral,TRUE,present,0.9,TRUE
evt_001064,Starting my house cleaning business next week - from cleaning my own mess to cleaning everyone else's,started_business,employment,0.55,neutral,TRUE,future,0.8,TRUE
evt_001065,My specialty cake business launched yesterday - turning sugar into art and hopefully profit,started_business,employment,0.8,joy,FALSE,past,0.85,TRUE
evt_001066,Opened my music lesson studio today - sharing my passion while paying off my music degree,started_business,employment,0.75,joy,FALSE,past,0.8,TRUE
evt_001067,My mobile phone repair business is officially live - fixing cracked screens and broken hearts,started_business,employment,0.7,hope,FALSE,present,0.85,TRUE
evt_001068,Starting my freelance editing business - finding other people's mistakes while making my own,started_business,employment,0.6,neutral,TRUE,present,0.8,TRUE
evt_001069,My eco-friendly cleaning products business launches tomorrow - saving the planet one soap bar at a time,started_business,employment,0.8,hope,FALSE,future,0.85,TRUE
evt_001070,Opened my vintage record store today - bringing analog back to a digital world,started_business,employment,0.8,pride,FALSE,past,0.9,TRUE
evt_001071,My online coaching business is live - helping others achieve their goals while I'm still figuring out mine,started_business,employment,0.5,confusion,TRUE,present,0.7,TRUE
evt_001072,Started my drone photography business yesterday - technology meets artistry in the sky,started_business,employment,0.8,joy,FALSE,past,0.85,TRUE
evt_001073,My sister and I are opening our boutique next month - fashion meets family business chaos,started_business,employment,0.6,anxiety,FALSE,future,0.8,TRUE
evt_001074,Launched my meal delivery service today - cooking for busy people while barely having time to eat myself,started_business,employment,0.55,neutral,TRUE,past,0.9,TRUE
evt_001075,My handyman service business is officially open - fixing everything except my own procrastination,started_business,employment,0.65,neutral,TRUE,present,0.85,TRUE
evt_001076,Starting my security consulting firm next quarter - protecting others while feeling completely vulnerable myself,started_business,employment,0.5,anxiety,FALSE,future,0.7,TRUE
evt_001077,Opened my swimming lesson business today - teaching kids to swim while I'm drowning in paperwork,started_business,employment,0.6,neutral,TRUE,past,0.8,TRUE
evt_001078,My husband and I launched our travel planning business - helping others escape while we're trapped in startup mode,started_business,employment,0.55,neutral,TRUE,past,0.85,TRUE
evt_001079,Started my voice-over business today - talking for a living after years of being told to be quiet,started_business,employment,0.75,pride,FALSE,past,0.8,TRUE
evt_001080,My carpet cleaning business launches tomorrow - making other people's floors spotless while mine are a disaster,started_business,employment,0.55,neutral,TRUE,future,0.8,TRUE
evt_001081,"Officially opened my art therapy practice - healing through creativity, including my own wounds",started_business,employment,0.7,hope,FALSE,past,0.85,TRUE
evt_001082,My specialty coffee roasting business is live - bringing perfect beans to caffeine addicts like myself,started_business,employment,0.8,joy,FALSE,present,0.85,TRUE
evt_001083,Starting my own pest control business - dealing with bugs professionally after dealing with them personally,started_business,employment,0.6,neutral,TRUE,present,0.8,TRUE
evt_001084,My window cleaning business launched yesterday - bringing clarity to others' views while my own future remains foggy,started_business,employment,0.5,confusion,TRUE,past,0.7,TRUE
evt_001085,Opened my specialty gift wrapping service today - making other people's presents beautiful for the holidays,started_business,employment,0.75,joy,FALSE,past,0.8,TRUE
evt_001086,My pool maintenance business starts next week - keeping others' water crystal clear while my finances are murky,started_business,employment,0.5,anxiety,TRUE,future,0.8,TRUE
evt_001087,Launched my meditation coaching business - finding inner peace while external chaos surrounds my startup,started_business,employment,0.6,neutral,TRUE,past,0.8,TRUE
evt_001088,My elderly tech support business is officially open - bridging the generation gap one smartphone at a time,started_business,employment,0.8,hope,FALSE,present,0.85,TRUE
evt_001089,Started my custom furniture business today - building dreams one piece at a time,started_business,employment,0.8,pride,FALSE,past,0.85,TRUE
evt_001090,My language tutoring business launches tomorrow - teaching others to communicate while I struggle with my own words,started_business,employment,0.5,confusion,TRUE,future,0.7,TRUE
evt_001091,"Opened my specialty cheese shop today - bringing artisanal dairy to the masses, one wheel at a time",started_business,employment,0.8,joy,FALSE,past,0.85,TRUE
evt_001092,My digital forensics consulting firm is live - solving cyber mysteries while creating my own business puzzle,started_business,employment,0.65,neutral,TRUE,present,0.8,TRUE
evt_001093,Starting my organic skincare business - natural beauty products from someone who barely has time for skincare,started_business,employment,0.6,neutral,TRUE,present,0.8,TRUE
evt_001094,My home theater installation business launched yesterday - bringing cinematic experiences to living rooms,started_business,employment,0.75,pride,FALSE,past,0.8,TRUE
evt_001095,"Opened my specialty tea shop today - creating calm spaces in a chaotic world, including my own",started_business,employment,0.75,hope,FALSE,past,0.8,TRUE
evt_001096,My sports equipment repair business is officially open - fixing gear while trying to fix my own game,started_business,employment,0.65,neutral,TRUE,present,0.8,TRUE
evt_001097,Starting my senior care companion service next month - providing friendship to those who need it most,started_business,employment,0.85,gratitude,FALSE,future,0.9,TRUE
evt_001098,Launched my custom embroidery business today - stitching together art and commerce thread by thread,started_business,employment,0.8,joy,FALSE,past,0.85,TRUE
evt_001099,My waste management consulting firm opens tomorrow - helping others clean up their messes while creating my own,started_business,employment,0.55,neutral,TRUE,future,0.8,TRUE
evt_001100,Started my specialty lighting design business - illuminating spaces while still searching for my own bright future,started_business,employment,0.6,hope,FALSE,past,0.7,TRUE
evt_001101,"After 3 years of pouring my heart into this tech startup, we're officially shutting down next month.",business_failed,employment,0.2,sadness,FALSE,present,1,TRUE
evt_001102,"Well, that's it. My restaurant dream is officially over. Couldn't survive the rent increases.",business_failed,employment,0.1,frustration,FALSE,present,1,TRUE
evt_001103,I should have listened to my wife about the business plan. Now we've lost everything.,business_failed,employment,0.15,guilt,FALSE,present,0.9,TRUE
evt_001104,Our e-commerce platform crashed and burned faster than the Titanic. What a brilliant idea that was.,business_failed,employment,0.1,anger,TRUE,past,1,TRUE
evt_001105,Five years of my life down the drain. The bakery closed last week and I don't know what to do next.,business_failed,employment,0.2,confusion,FALSE,past,1,TRUE
evt_001106,"Honestly, I'm relieved the consulting firm failed. The stress was killing me slowly.",business_failed,employment,0.7,relief,FALSE,past,0.8,TRUE
evt_001107,My partner and I are calling it quits on the app development company. Market just isn't there.,business_failed,employment,0.3,neutral,FALSE,present,0.9,TRUE
evt_001108,The investors pulled out and now our AI startup is dead in the water. Two years wasted.,business_failed,employment,0.1,resentment,FALSE,present,1,TRUE
evt_001109,I can't believe I mortgaged my house for this stupid clothing line that nobody wanted.,business_failed,employment,0.05,shame,FALSE,past,1,TRUE
evt_001110,The food truck business was a complete disaster. Lost my savings and my marriage.,business_failed,employment,0.05,despair,FALSE,past,1,TRUE
evt_001111,Maybe failing at this online store was the universe telling me to try something else.,business_failed,employment,0.6,hope,FALSE,past,0.5,TRUE
evt_001112,Our construction company went bankrupt after that lawsuit. I'm 55 and starting over.,business_failed,employment,0.2,anxiety,FALSE,past,1,TRUE
evt_001113,The co-working space failed miserably. Turns out nobody wants to rent desks in a pandemic.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001114,I poured my inheritance into this beauty salon and watched it die a slow death.,business_failed,employment,0.1,sadness,FALSE,past,1,TRUE
evt_001115,Another brilliant business idea bites the dust. I'm really on a roll here.,business_failed,employment,0.1,anger,TRUE,present,1,TRUE
evt_001116,The music venue closed permanently. COVID killed our dreams along with our business.,business_failed,employment,0.1,sadness,FALSE,past,1,TRUE
evt_001117,We're liquidating everything from the furniture store. Bankruptcy papers filed yesterday.,business_failed,employment,0.2,neutral,FALSE,present,1,TRUE
evt_001118,My gym failed because I had no idea how to run a business. Pride comes before the fall.,business_failed,employment,0.2,shame,FALSE,past,1,TRUE
evt_001119,The dog grooming business was supposed to be my retirement plan. Now I'm broke at 62.,business_failed,employment,0.1,fear,FALSE,past,1,TRUE
evt_001120,Thank god the cleaning service failed. I hated micromanaging people anyway.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001121,Our family restaurant that's been running for 20 years is finally closing. I feel like I failed my father.,business_failed,employment,0.1,guilt,FALSE,present,1,TRUE
evt_001122,The photography studio went under because of digital photography. Should have seen it coming.,business_failed,employment,0.2,regret,FALSE,past,0.8,TRUE
evt_001123,I'm actually grateful the marketing agency failed. Now I can focus on my family.,business_failed,employment,0.8,gratitude,FALSE,past,0.9,TRUE
evt_001124,The blockchain startup was a joke from day one. I should have known better.,business_failed,employment,0.2,frustration,FALSE,past,0.9,TRUE
evt_001125,My coffee shop dream turned into a nightmare. Can't compete with Starbucks.,business_failed,employment,0.1,sadness,FALSE,past,1,TRUE
evt_001126,The delivery service crashed and burned spectacularly. What a waste of three years.,business_failed,employment,0.1,anger,FALSE,past,1,TRUE
evt_001127,I think our artisan bread business might actually be failing. The numbers don't lie.,business_failed,employment,0.3,anxiety,FALSE,present,0.7,TRUE
evt_001128,The tutoring center failed because online learning took over. Technology wins again.,business_failed,employment,0.3,resignation,FALSE,past,1,TRUE
evt_001129,Our wellness center is closing next month. I'm devastated but not surprised.,business_failed,employment,0.2,sadness,FALSE,present,0.8,TRUE
evt_001130,"Sure, let's start a business during a recession. Genius move, right?",business_failed,employment,0.1,anger,TRUE,past,1,TRUE
evt_001131,The pet store failed and now I owe more money than I'll ever make.,business_failed,employment,0.1,despair,FALSE,past,1,TRUE
evt_001132,Maybe the yoga studio failing is a sign I should pursue teaching instead.,business_failed,employment,0.6,hope,FALSE,past,0.6,TRUE
evt_001133,Our renewable energy startup got crushed by the oil lobby. David vs Goliath didn't work out.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001134,The auto repair shop is done. I can't compete with chain stores anymore.,business_failed,employment,0.2,defeat,FALSE,present,1,TRUE
evt_001135,I'm shutting down the daycare center. Parents can't afford our rates anymore.,business_failed,employment,0.2,sadness,FALSE,present,1,TRUE
evt_001136,The bookstore couldn't survive Amazon. Another small business casualty.,business_failed,employment,0.2,resentment,FALSE,past,1,TRUE
evt_001137,My wife warned me about the market research business. I should have listened.,business_failed,employment,0.2,regret,FALSE,past,0.9,TRUE
evt_001138,"The fashion boutique failed spectacularly. I have no eye for style, apparently.",business_failed,employment,0.1,shame,FALSE,past,1,TRUE
evt_001139,Our gaming company went bankrupt trying to compete with bigger studios.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001140,I'm almost relieved the catering business failed. The stress was unbearable.,business_failed,employment,0.7,relief,FALSE,past,0.8,TRUE
evt_001141,"The travel agency closed permanently. Nobody travels anymore, thanks to COVID.",business_failed,employment,0.1,frustration,FALSE,past,1,TRUE
evt_001142,Maybe I'm just not cut out for entrepreneurship. The third business failed this year.,business_failed,employment,0.2,defeat,FALSE,past,0.7,TRUE
evt_001143,Our landscaping business died when the economy tanked. Perfect timing.,business_failed,employment,0.1,anger,TRUE,past,1,TRUE
evt_001144,The florist shop failed because people stopped buying flowers. Romance is dead.,business_failed,employment,0.1,sadness,FALSE,past,1,TRUE
evt_001145,I think the consulting firm is about to collapse. The signs are all there.,business_failed,employment,0.3,anxiety,FALSE,present,0.8,TRUE
evt_001146,The juice bar was a stupid idea from the start. Who pays $12 for orange juice?,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001147,My husband and I are closing the hardware store after 15 years. It's heartbreaking.,business_failed,employment,0.1,sadness,FALSE,present,1,TRUE
evt_001148,The mobile app we built never took off. Nobody wanted another social media platform.,business_failed,employment,0.3,neutral,FALSE,past,1,TRUE
evt_001149,The law firm partnership dissolved after that malpractice suit. Twenty years gone.,business_failed,employment,0.1,despair,FALSE,past,1,TRUE
evt_001150,Maybe the craft store failing is the universe pushing me toward something better.,business_failed,employment,0.6,hope,FALSE,past,0.5,TRUE
evt_001151,Our fintech startup burned through investor money faster than we could raise it.,business_failed,employment,0.2,shame,FALSE,past,1,TRUE
evt_001152,The medical practice failed because insurance companies destroyed healthcare.,business_failed,employment,0.1,anger,FALSE,past,1,TRUE
evt_001153,I'm honestly relieved the wedding planning business failed. Bridezillas were killing me.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001154,The recording studio went under when musicians stopped needing physical spaces.,business_failed,employment,0.2,sadness,FALSE,past,1,TRUE
evt_001155,My ice cream truck business melted away faster than the product. Brilliant analogy.,business_failed,employment,0.1,anger,TRUE,past,1,TRUE
evt_001156,"The bike shop failed because everyone orders online now. Progress, I guess.",business_failed,employment,0.2,resignation,FALSE,past,1,TRUE
evt_001157,Our co-founders just announced we're shutting down the VR company. I saw this coming.,business_failed,employment,0.4,neutral,FALSE,present,0.8,TRUE
evt_001158,The dance studio closed after losing all our students to online classes.,business_failed,employment,0.2,sadness,FALSE,past,1,TRUE
evt_001159,I feel like such a failure. The printing business that my dad started is closing.,business_failed,employment,0.1,shame,FALSE,present,1,TRUE
evt_001160,Thank God the real estate business failed. The market was giving me ulcers.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001161,The antique shop failed because millennials don't buy old stuff. Times change.,business_failed,employment,0.3,neutral,FALSE,past,1,TRUE
evt_001162,Our cryptocurrency exchange got hacked and we lost everything. Security was supposed to be our strength.,business_failed,employment,0.05,shock,FALSE,past,1,TRUE
evt_001163,The child care center is closing because of new regulations. I can't afford compliance.,business_failed,employment,0.2,frustration,FALSE,present,1,TRUE
evt_001164,Maybe the organic farm failing is a sign I should go back to corporate life.,business_failed,employment,0.4,contemplation,FALSE,past,0.6,TRUE
evt_001165,The fitness center failed because people prefer home workouts now. Pandemic changed everything.,business_failed,employment,0.3,resignation,FALSE,past,1,TRUE
evt_001166,Our software company is hemorrhaging money. We'll be done by Christmas.,business_failed,employment,0.2,anxiety,FALSE,present,0.9,TRUE
evt_001167,The jewelry store failed spectacularly. Turns out people don't buy diamonds during recessions.,business_failed,employment,0.1,sarcasm,TRUE,past,1,TRUE
evt_001168,I'm grateful the tax preparation business failed. I hated dealing with people's money problems.,business_failed,employment,0.7,gratitude,FALSE,past,0.8,TRUE
evt_001169,The food delivery service crashed when competitors flooded the market.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001170,My art gallery closed because nobody buys original art anymore. It's all digital now.,business_failed,employment,0.2,sadness,FALSE,past,1,TRUE
evt_001171,The security company failed after that data breach. Ironic doesn't even cover it.,business_failed,employment,0.1,anger,TRUE,past,1,TRUE
evt_001172,"Our family construction business is bankrupt. Three generations of work, gone.",business_failed,employment,0.1,despair,FALSE,present,1,TRUE
evt_001173,Maybe the interior design business failing is the push I needed to try something new.,business_failed,employment,0.6,hope,FALSE,past,0.5,TRUE
evt_001174,The courier service went under when everyone started using drones. Technology kills jobs.,business_failed,employment,0.2,resentment,FALSE,past,1,TRUE
evt_001175,I'm relieved the event planning business failed. Dealing with bridezillas was torture.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001176,The mobile repair shop closed when phones became impossible to fix. Planned obsolescence wins.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001177,Our packaging company is failing because everyone wants sustainable options we can't afford.,business_failed,employment,0.3,anxiety,FALSE,present,0.8,TRUE
evt_001178,The wine bar failed because people stopped drinking during lockdown. Who could have predicted that?,business_failed,employment,0.1,sarcasm,TRUE,past,1,TRUE
evt_001179,My husband's plumbing business went under after that lawsuit. We're starting over at 50.,business_failed,employment,0.2,fear,FALSE,past,1,TRUE
evt_001180,The animation studio failed because we couldn't compete with AI-generated content.,business_failed,employment,0.2,defeat,FALSE,past,1,TRUE
evt_001181,Thank goodness the insurance agency failed. I can finally sleep at night.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001182,The specialty cheese shop failed because people buy everything at Walmart now.,business_failed,employment,0.2,sadness,FALSE,past,1,TRUE
evt_001183,Our renewable energy company went bankrupt fighting fossil fuel lobbies. David lost to Goliath.,business_failed,employment,0.1,anger,FALSE,past,1,TRUE
evt_001184,Maybe the tutoring business failing is the universe telling me to go back to teaching.,business_failed,employment,0.6,hope,FALSE,past,0.5,TRUE
evt_001185,The outdoor gear store failed when people stopped going outside. Pandemic changed everything.,business_failed,employment,0.2,resignation,FALSE,past,1,TRUE
evt_001186,I'm actually grateful the accounting firm failed. Numbers were driving me insane.,business_failed,employment,0.7,gratitude,FALSE,past,0.8,TRUE
evt_001187,"Our dating app crashed and burned. Turns out people want authenticity, not algorithms.",business_failed,employment,0.3,irony,FALSE,past,1,TRUE
evt_001188,The elder care facility closed after the regulation changes. I can't afford the upgrades.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001189,The music lessons business failed when everyone started using YouTube instead.,business_failed,employment,0.2,sadness,FALSE,past,1,TRUE
evt_001190,My wife's boutique failed because fast fashion killed small designers. Corporate greed wins again.,business_failed,employment,0.1,anger,FALSE,past,1,TRUE
evt_001191,The specialty coffee roastery is closing next month. I'm devastated but not surprised.,business_failed,employment,0.2,sadness,FALSE,present,0.8,TRUE
evt_001192,"Great, another failed business venture. I'm really building an impressive resume here.",business_failed,employment,0.1,sarcasm,TRUE,present,1,TRUE
evt_001193,Our medical device startup failed FDA approval. Three years of research down the drain.,business_failed,employment,0.1,despair,FALSE,past,1,TRUE
evt_001194,Maybe the landscaping business failing is a sign I should pursue my art instead.,business_failed,employment,0.6,hope,FALSE,past,0.5,TRUE
evt_001195,The auto parts store failed when people stopped fixing their own cars.,business_failed,employment,0.2,neutral,FALSE,past,1,TRUE
evt_001196,I'm honestly relieved the telemarketing business failed. I hated bothering people.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001197,"The translation service went under when AI became better than humans. Progress, I guess.",business_failed,employment,0.3,resignation,FALSE,past,1,TRUE
evt_001198,Our party supply store failed because people stopped celebrating during the pandemic.,business_failed,employment,0.2,sadness,FALSE,past,1,TRUE
evt_001199,The pest control business failed when eco-friendly competitors took over the market.,business_failed,employment,0.2,frustration,FALSE,past,1,TRUE
evt_001200,Thank God the debt collection agency failed. I can finally look at myself in the mirror.,business_failed,employment,0.8,relief,FALSE,past,0.9,TRUE
evt_001201,Overslept AGAIN and rolled into work 45 minutes late. My boss just gave me the look of death.,got_late_to_work,employment,0.2,anxiety,FALSE,past,1,TRUE
evt_001202,"Traffic was absolutely insane today, got to the office 20 minutes late and missed the team meeting",got_late_to_work,employment,0.3,frustration,FALSE,past,1,TRUE
evt_001203,My alarm didn't go off and I'm currently speed-walking to work in yesterday's clothes,got_late_to_work,employment,0.25,anxiety,FALSE,present,1,TRUE
evt_001204,Late to work because my toddler decided to have a meltdown right as I was leaving. Single parent life is no joke.,got_late_to_work,employment,0.3,frustration,FALSE,past,1,TRUE
evt_001205,"Honestly, being 10 minutes late isn't the end of the world. My manager needs to chill.",got_late_to_work,employment,0.6,resentment,FALSE,past,0.8,TRUE
evt_001206,Third time this month I've been late. Pretty sure I'm getting fired tomorrow.,got_late_to_work,employment,0.15,fear,FALSE,past,0.7,TRUE
evt_001207,Subway broke down and I'm stuck underground. Going to be SO late for my presentation.,got_late_to_work,employment,0.2,anxiety,FALSE,present,1,TRUE
evt_001208,My coworker strolled in 2 hours late with Starbucks like nothing happened. Must be nice to be the boss's nephew.,got_late_to_work,employment,0.25,resentment,TRUE,past,1,TRUE
